user_id,zip_code,age,tenure,churn
2927,ZIP_26,46,86,0
8178,ZIP_61,42,68,0
971,ZIP_55,44,44,0
6687,ZIP_3,47,99,0
8575,ZIP_89,47,59,0
2020,ZIP_76,66,5,0
9054,ZIP_57,27,1,1
952,ZIP_35,69,22,0
5359,ZIP_60,63,94,0
3857,ZIP_97,52,1,0
5861,ZIP_86,56,64,0
3145,ZIP_20,36,80,0
3305,ZIP_69,41,75,0
3006,ZIP_59,58,17,0
9001,ZIP_50,62,77,0
7770,ZIP_25,53,81,0
7438,ZIP_77,29,81,1
7942,ZIP_84,19,17,0
9238,ZIP_21,41,62,0
1056,ZIP_43,52,17,0
3154,ZIP_31,69,70,0
3787,ZIP_90,29,24,0
9189,ZIP_4,20,28,1
7825,ZIP_95,38,5,0
7539,ZIP_69,54,36,0
7231,ZIP_50,49,99,0
764,ZIP_99,48,21,0
5019,ZIP_72,63,80,0
4903,ZIP_62,65,17,0
8093,ZIP_11,19,10,0
6843,ZIP_7,52,59,0
2165,ZIP_4,21,33,0
1862,ZIP_49,55,33,0
7850,ZIP_25,46,13,0
9123,ZIP_12,60,98,0
2340,ZIP_8,52,81,0
5527,ZIP_93,59,25,0
6743,ZIP_23,37,93,0
4003,ZIP_55,66,76,0
1123,ZIP_13,45,24,0
8709,ZIP_2,68,52,0
4049,ZIP_29,43,92,0
7640,ZIP_21,32,3,0
765,ZIP_63,38,41,0
2344,ZIP_71,30,20,0
4071,ZIP_17,33,36,0
7216,ZIP_28,19,50,0
4216,ZIP_99,44,1,0
7952,ZIP_95,58,65,0
5970,ZIP_46,33,18,0
3350,ZIP_97,41,96,0
4695,ZIP_81,43,97,0
3399,ZIP_62,59,28,0
4081,ZIP_5,29,36,1
9149,ZIP_58,19,50,0
1224,ZIP_11,51,15,0
6292,ZIP_94,43,57,0
3122,ZIP_85,62,57,0
510,ZIP_46,33,62,0
5794,ZIP_37,36,32,0
8181,ZIP_21,51,81,0
9417,ZIP_32,40,74,0
96,ZIP_79,23,24,0
6681,ZIP_33,23,85,0
1512,ZIP_19,49,30,0
8791,ZIP_71,56,37,0
119,ZIP_34,69,94,0
7791,ZIP_72,53,1,0
6517,ZIP_74,40,38,0
33,ZIP_91,42,45,0
7887,ZIP_73,42,37,0
6830,ZIP_76,44,92,0
5421,ZIP_85,33,38,0
1068,ZIP_89,43,82,0
1347,ZIP_0,66,97,0
4747,ZIP_28,49,57,0
6005,ZIP_5,34,91,0
6039,ZIP_12,58,19,0
3817,ZIP_52,43,68,0
8446,ZIP_70,26,12,0
5269,ZIP_52,43,28,0
6897,ZIP_8,64,52,0
5309,ZIP_53,37,17,0
31,ZIP_58,33,41,0
5674,ZIP_3,55,48,0
4386,ZIP_58,47,27,0
29,ZIP_48,22,95,0
4202,ZIP_80,66,73,0
7507,ZIP_53,18,89,0
735,ZIP_13,28,4,1
2067,ZIP_12,48,58,0
106,ZIP_44,38,73,0
9644,ZIP_59,46,63,0
8894,ZIP_23,66,68,0
8020,ZIP_56,48,95,0
2232,ZIP_56,65,50,0
993,ZIP_24,40,14,0
9412,ZIP_52,46,32,0
7058,ZIP_88,27,24,0
6789,ZIP_41,34,34,0
360,ZIP_18,28,7,1
304,ZIP_53,65,98,0
2627,ZIP_14,19,76,0
8965,ZIP_67,65,39,0
4513,ZIP_0,69,98,0
5910,ZIP_71,54,26,0
8313,ZIP_91,54,1,0
3100,ZIP_38,38,29,0
5703,ZIP_88,33,73,0
3898,ZIP_91,31,68,0
5440,ZIP_27,18,42,0
7930,ZIP_73,49,10,0
621,ZIP_60,27,37,0
7235,ZIP_53,39,79,0
2498,ZIP_89,36,76,0
713,ZIP_32,51,82,0
8403,ZIP_74,20,85,0
2855,ZIP_66,34,80,0
4269,ZIP_28,43,78,0
2908,ZIP_7,52,46,0
8080,ZIP_90,45,59,0
4516,ZIP_26,63,70,0
1261,ZIP_54,61,64,0
3160,ZIP_70,51,12,0
970,ZIP_58,44,64,0
3912,ZIP_71,41,15,0
5198,ZIP_28,18,49,0
8846,ZIP_41,55,71,0
259,ZIP_19,42,24,0
3790,ZIP_5,20,75,0
9202,ZIP_17,50,45,0
487,ZIP_33,66,31,0
7907,ZIP_92,56,2,0
518,ZIP_47,54,65,0
8342,ZIP_97,61,50,0
311,ZIP_83,34,69,0
3231,ZIP_63,69,44,0
7932,ZIP_5,56,99,0
7457,ZIP_82,49,65,0
9783,ZIP_62,66,24,0
5183,ZIP_24,58,95,0
8076,ZIP_36,27,70,0
6501,ZIP_21,58,13,0
6790,ZIP_24,55,27,0
7772,ZIP_1,43,57,0
2737,ZIP_90,65,85,0
7841,ZIP_22,46,18,0
6261,ZIP_99,18,16,0
8205,ZIP_76,49,22,0
1247,ZIP_85,30,2,0
9335,ZIP_43,18,47,1
4194,ZIP_52,32,98,0
8000,ZIP_12,68,3,0
7377,ZIP_54,28,18,0
3434,ZIP_71,58,43,0
5381,ZIP_50,42,6,0
958,ZIP_46,31,54,0
416,ZIP_23,37,23,0
5741,ZIP_74,67,43,0
6727,ZIP_11,69,53,0
4381,ZIP_81,36,40,0
5196,ZIP_63,60,32,0
1112,ZIP_98,41,38,0
2688,ZIP_4,45,50,0
6472,ZIP_53,26,25,1
8819,ZIP_22,63,7,0
7807,ZIP_65,22,16,0
3410,ZIP_56,30,3,0
80,ZIP_89,47,14,0
4613,ZIP_0,68,46,0
1373,ZIP_53,55,28,0
1509,ZIP_55,63,66,0
6442,ZIP_44,20,46,1
3070,ZIP_15,33,34,0
3015,ZIP_2,26,92,1
4822,ZIP_50,24,30,0
7821,ZIP_51,44,44,0
92,ZIP_86,49,29,0
9420,ZIP_49,23,15,1
6599,ZIP_64,57,17,0
4442,ZIP_92,21,81,0
7601,ZIP_51,32,85,0
3834,ZIP_23,23,35,0
9701,ZIP_64,51,43,0
4321,ZIP_4,50,42,0
3393,ZIP_69,34,52,0
4751,ZIP_5,63,10,0
7228,ZIP_37,28,66,0
9190,ZIP_91,27,3,1
2360,ZIP_14,54,17,0
1147,ZIP_22,27,46,0
5665,ZIP_68,58,57,0
8074,ZIP_25,33,69,0
4942,ZIP_56,67,14,0
3662,ZIP_75,21,30,0
1562,ZIP_24,54,60,0
4112,ZIP_32,50,12,0
9049,ZIP_2,48,16,0
9275,ZIP_68,49,76,0
8537,ZIP_8,44,58,0
794,ZIP_84,28,94,1
5853,ZIP_14,55,48,0
7618,ZIP_63,29,19,0
1593,ZIP_38,39,65,0
7417,ZIP_17,55,12,0
5266,ZIP_6,27,12,0
7146,ZIP_77,55,10,0
88,ZIP_47,44,8,0
8694,ZIP_97,24,29,0
9731,ZIP_97,19,1,1
9445,ZIP_73,26,7,1
6753,ZIP_93,69,59,0
3501,ZIP_63,63,94,0
2233,ZIP_38,22,23,0
2802,ZIP_59,62,11,0
4423,ZIP_54,67,6,0
5662,ZIP_58,26,35,0
7169,ZIP_68,68,6,0
8336,ZIP_66,62,81,0
2147,ZIP_77,67,31,0
7968,ZIP_86,25,69,0
6550,ZIP_18,56,46,0
7642,ZIP_89,20,15,0
6163,ZIP_6,28,58,1
1494,ZIP_28,26,25,0
7695,ZIP_76,49,5,0
7093,ZIP_94,65,84,0
1408,ZIP_1,44,65,0
6690,ZIP_93,20,28,0
3400,ZIP_66,56,89,0
108,ZIP_88,36,1,0
5635,ZIP_58,51,41,0
8481,ZIP_0,53,58,0
6603,ZIP_51,36,35,0
1090,ZIP_64,25,29,1
5559,ZIP_23,22,99,0
9411,ZIP_2,18,81,0
8142,ZIP_35,41,54,0
8663,ZIP_53,35,85,0
6595,ZIP_5,56,12,0
623,ZIP_75,18,20,1
6870,ZIP_59,48,52,0
4813,ZIP_64,35,3,0
6552,ZIP_44,60,31,0
7529,ZIP_77,61,91,0
5795,ZIP_36,21,81,0
7436,ZIP_20,26,32,0
4217,ZIP_59,23,21,0
5940,ZIP_91,23,43,0
8500,ZIP_94,28,20,0
6428,ZIP_21,55,14,0
6826,ZIP_34,65,55,0
4130,ZIP_93,48,77,0
7801,ZIP_58,22,1,1
7753,ZIP_19,18,71,0
4721,ZIP_93,33,48,0
1650,ZIP_93,49,8,0
4140,ZIP_47,39,79,0
1617,ZIP_24,43,41,0
2029,ZIP_43,25,1,1
8517,ZIP_73,56,44,0
4575,ZIP_15,65,8,0
3992,ZIP_15,22,12,1
7376,ZIP_33,67,89,0
6149,ZIP_40,68,88,0
4908,ZIP_64,65,34,0
5026,ZIP_22,55,95,0
8260,ZIP_95,21,41,0
4731,ZIP_86,24,21,0
7548,ZIP_17,49,55,0
8134,ZIP_94,26,93,1
1606,ZIP_36,24,8,1
4773,ZIP_1,45,44,0
8109,ZIP_57,27,47,0
6951,ZIP_32,51,47,0
6004,ZIP_19,63,97,0
7728,ZIP_98,32,84,0
3541,ZIP_28,18,48,0
388,ZIP_17,64,81,0
1794,ZIP_62,56,82,0
8731,ZIP_30,27,1,1
4919,ZIP_96,64,81,0
5537,ZIP_35,53,68,0
3872,ZIP_11,18,97,0
8868,ZIP_57,57,67,0
2254,ZIP_85,40,88,0
3412,ZIP_45,29,97,1
5459,ZIP_7,67,11,0
4955,ZIP_2,68,79,0
7396,ZIP_54,36,75,0
5414,ZIP_63,25,11,0
7399,ZIP_69,22,23,0
7414,ZIP_41,49,69,0
9100,ZIP_60,67,52,0
4851,ZIP_26,20,32,1
2025,ZIP_89,67,77,0
2615,ZIP_34,41,19,0
7388,ZIP_3,45,98,0
2926,ZIP_51,54,63,0
1121,ZIP_71,26,48,1
2910,ZIP_6,35,32,0
8146,ZIP_52,34,53,0
7383,ZIP_64,52,61,0
3482,ZIP_77,58,54,0
795,ZIP_25,58,72,0
1575,ZIP_16,61,82,0
6176,ZIP_58,19,86,0
6266,ZIP_72,61,19,0
2458,ZIP_54,32,43,0
3312,ZIP_15,41,11,0
1253,ZIP_89,44,17,0
6834,ZIP_7,60,95,0
8794,ZIP_70,65,48,0
3837,ZIP_97,22,66,1
4398,ZIP_99,43,75,0
3595,ZIP_89,50,16,0
6621,ZIP_88,24,4,1
8382,ZIP_68,58,16,0
2124,ZIP_78,36,40,0
3238,ZIP_85,55,70,0
5403,ZIP_43,61,34,0
5998,ZIP_88,40,82,0
5938,ZIP_60,62,75,0
2045,ZIP_91,23,5,1
1578,ZIP_84,59,20,0
14,ZIP_21,65,52,0
2673,ZIP_77,32,99,0
7016,ZIP_30,45,93,0
8720,ZIP_94,60,97,0
8849,ZIP_57,65,24,0
4812,ZIP_67,44,65,0
1084,ZIP_43,19,68,0
4983,ZIP_60,26,7,1
7155,ZIP_54,39,77,0
2884,ZIP_72,29,88,0
333,ZIP_7,23,50,1
7204,ZIP_76,49,4,0
4367,ZIP_98,22,9,1
3079,ZIP_80,35,87,0
7203,ZIP_44,18,1,1
9909,ZIP_11,42,70,0
8864,ZIP_57,32,21,0
263,ZIP_89,50,87,0
4337,ZIP_5,38,57,0
8895,ZIP_73,54,17,0
8447,ZIP_35,60,88,0
5903,ZIP_22,68,35,0
1498,ZIP_10,42,39,0
4190,ZIP_9,69,86,0
7485,ZIP_21,67,2,0
9643,ZIP_20,35,72,0
8310,ZIP_57,24,54,0
7590,ZIP_70,51,61,0
500,ZIP_75,29,28,0
9155,ZIP_72,67,93,0
9414,ZIP_30,50,87,0
3095,ZIP_4,47,6,0
4631,ZIP_75,36,55,0
367,ZIP_91,58,27,0
4058,ZIP_30,34,1,0
8174,ZIP_41,40,49,0
4630,ZIP_48,34,70,0
6070,ZIP_56,65,46,0
2664,ZIP_67,55,98,0
1026,ZIP_93,62,56,0
5908,ZIP_88,68,72,0
5050,ZIP_18,44,12,0
6328,ZIP_49,19,36,0
9733,ZIP_71,66,46,0
1691,ZIP_19,65,48,0
673,ZIP_37,40,24,0
5572,ZIP_55,32,30,0
5766,ZIP_84,19,63,0
5156,ZIP_66,39,8,0
733,ZIP_46,23,63,1
3526,ZIP_75,22,85,0
568,ZIP_1,51,46,0
9187,ZIP_11,34,59,0
2922,ZIP_1,27,5,1
7911,ZIP_84,61,27,0
1558,ZIP_86,18,51,1
101,ZIP_88,54,20,0
3007,ZIP_56,24,11,0
7201,ZIP_16,51,37,0
303,ZIP_23,52,8,0
76,ZIP_53,51,17,0
6754,ZIP_26,26,96,0
8629,ZIP_10,65,94,0
1208,ZIP_35,51,19,0
7742,ZIP_48,27,43,0
8214,ZIP_66,37,2,0
8944,ZIP_76,27,29,0
8413,ZIP_23,43,9,0
1775,ZIP_76,49,2,0
3473,ZIP_63,59,16,0
483,ZIP_11,26,90,0
2189,ZIP_42,58,26,0
346,ZIP_53,23,1,1
5481,ZIP_34,53,53,0
8361,ZIP_72,36,94,0
1472,ZIP_90,20,98,0
5100,ZIP_78,22,27,0
6765,ZIP_43,25,87,0
8706,ZIP_50,60,68,0
4929,ZIP_57,57,91,0
6329,ZIP_11,31,54,0
2609,ZIP_11,40,35,0
3,ZIP_71,58,83,0
2213,ZIP_25,33,3,0
4827,ZIP_97,25,71,0
856,ZIP_84,21,73,0
6977,ZIP_84,24,62,0
5885,ZIP_14,47,42,0
624,ZIP_8,30,46,0
290,ZIP_0,30,79,0
2018,ZIP_29,40,13,0
668,ZIP_26,53,33,0
8921,ZIP_97,18,26,0
8264,ZIP_68,44,44,0
9696,ZIP_46,37,21,0
1631,ZIP_17,20,21,1
5170,ZIP_95,63,91,0
7205,ZIP_6,66,96,0
2522,ZIP_7,53,7,0
2215,ZIP_0,65,92,0
6968,ZIP_15,63,89,0
6496,ZIP_72,39,47,0
6213,ZIP_92,62,46,0
7032,ZIP_40,30,87,0
7420,ZIP_29,39,44,0
1107,ZIP_77,69,74,0
450,ZIP_69,60,92,0
6289,ZIP_76,65,88,0
9966,ZIP_4,30,13,0
135,ZIP_36,69,14,0
1785,ZIP_58,51,30,0
3404,ZIP_46,38,17,0
2906,ZIP_12,49,56,0
8304,ZIP_9,68,45,0
7492,ZIP_34,49,27,0
6100,ZIP_5,26,23,0
4504,ZIP_40,64,16,0
5053,ZIP_23,30,25,0
5205,ZIP_28,56,50,0
4080,ZIP_40,60,59,0
6918,ZIP_81,26,98,0
6802,ZIP_48,30,96,0
5206,ZIP_57,38,4,1
532,ZIP_18,21,39,0
4830,ZIP_27,62,9,0
4038,ZIP_53,37,58,0
4084,ZIP_63,56,85,0
3204,ZIP_69,42,51,0
7110,ZIP_78,42,85,0
330,ZIP_20,54,38,0
4957,ZIP_37,21,49,0
3033,ZIP_21,23,11,0
7684,ZIP_16,28,44,0
1597,ZIP_16,67,75,0
9919,ZIP_21,65,15,0
3597,ZIP_84,62,74,0
9038,ZIP_28,29,94,0
8001,ZIP_39,20,47,0
590,ZIP_23,33,44,0
647,ZIP_38,34,34,0
9102,ZIP_43,39,17,0
8015,ZIP_23,67,68,0
3771,ZIP_64,24,78,0
9039,ZIP_78,44,32,0
5082,ZIP_25,61,88,0
7882,ZIP_68,56,93,0
9362,ZIP_45,56,92,0
4210,ZIP_11,34,11,0
8834,ZIP_28,24,11,0
8699,ZIP_47,64,78,0
1795,ZIP_26,43,96,0
2586,ZIP_22,38,21,0
8355,ZIP_6,18,1,1
2316,ZIP_84,47,7,0
4185,ZIP_98,38,94,0
8827,ZIP_13,35,30,0
7072,ZIP_96,38,40,0
5234,ZIP_75,22,45,0
8743,ZIP_73,45,97,0
8670,ZIP_40,66,88,0
4768,ZIP_9,28,83,0
9972,ZIP_46,32,47,0
7144,ZIP_22,61,71,0
2913,ZIP_74,27,65,0
9871,ZIP_32,37,46,0
9893,ZIP_24,53,51,0
2075,ZIP_92,20,69,0
4302,ZIP_76,30,93,0
5822,ZIP_75,67,94,0
2149,ZIP_36,18,27,0
144,ZIP_77,50,26,0
4963,ZIP_73,54,19,0
8159,ZIP_27,27,40,0
9030,ZIP_61,21,11,0
4775,ZIP_73,61,42,0
8933,ZIP_32,30,92,0
7749,ZIP_28,68,49,0
9828,ZIP_41,30,1,0
9214,ZIP_5,26,14,0
6060,ZIP_7,67,5,0
9475,ZIP_19,66,48,0
6409,ZIP_30,42,11,0
3317,ZIP_12,40,88,0
7464,ZIP_61,56,18,0
3061,ZIP_46,64,46,0
1355,ZIP_82,27,45,0
4514,ZIP_66,65,51,0
5505,ZIP_70,47,40,0
5250,ZIP_61,40,99,0
4511,ZIP_98,44,74,0
1730,ZIP_91,55,14,0
1758,ZIP_76,36,70,0
6650,ZIP_66,66,30,0
6646,ZIP_34,62,94,0
9860,ZIP_39,48,51,0
4139,ZIP_16,55,33,0
9393,ZIP_50,56,12,0
5123,ZIP_44,43,24,0
0,ZIP_51,55,11,0
1864,ZIP_63,47,53,0
543,ZIP_31,36,9,0
349,ZIP_26,18,51,0
6906,ZIP_25,43,39,0
9765,ZIP_33,53,32,0
2523,ZIP_71,36,36,0
3464,ZIP_13,65,83,0
457,ZIP_59,46,43,0
3023,ZIP_29,62,37,0
7261,ZIP_43,36,94,0
9515,ZIP_39,56,7,0
7872,ZIP_0,38,39,0
6625,ZIP_74,47,62,0
2534,ZIP_1,45,26,0
131,ZIP_47,66,68,0
3704,ZIP_48,43,92,0
1372,ZIP_71,54,32,0
6200,ZIP_12,67,56,0
4856,ZIP_24,66,67,0
4712,ZIP_68,60,2,0
5544,ZIP_37,64,23,0
1413,ZIP_10,22,6,1
4113,ZIP_59,33,60,0
655,ZIP_17,22,23,0
8137,ZIP_35,37,7,0
4098,ZIP_50,53,31,0
592,ZIP_98,29,72,0
8708,ZIP_3,60,8,0
3123,ZIP_91,44,93,0
3047,ZIP_54,41,34,0
3887,ZIP_22,22,18,0
5735,ZIP_51,30,17,0
2184,ZIP_93,43,86,0
2145,ZIP_43,30,71,0
7047,ZIP_17,57,94,0
3105,ZIP_99,23,63,0
9233,ZIP_25,26,13,0
9096,ZIP_54,24,19,0
2769,ZIP_98,24,32,0
5221,ZIP_60,21,45,1
5833,ZIP_30,36,73,0
1732,ZIP_8,50,26,0
265,ZIP_18,53,19,0
5144,ZIP_56,38,78,0
8267,ZIP_90,62,35,0
3937,ZIP_65,47,38,0
761,ZIP_27,52,60,0
7220,ZIP_45,67,26,0
8439,ZIP_92,66,87,0
3257,ZIP_41,31,1,0
4338,ZIP_37,41,1,0
4362,ZIP_27,41,75,0
316,ZIP_92,37,83,0
8069,ZIP_84,18,48,1
1851,ZIP_90,19,1,1
2484,ZIP_34,67,34,0
9873,ZIP_92,42,13,0
9574,ZIP_63,27,60,0
1078,ZIP_5,41,8,0
8358,ZIP_41,42,24,0
7333,ZIP_77,31,10,0
1071,ZIP_37,32,76,0
103,ZIP_40,57,99,0
5748,ZIP_96,43,32,0
1418,ZIP_19,59,48,0
1658,ZIP_61,68,47,0
5284,ZIP_36,66,34,0
1149,ZIP_14,65,4,0
7150,ZIP_94,22,71,0
1568,ZIP_25,26,52,0
1087,ZIP_39,52,99,0
6085,ZIP_93,35,6,0
8674,ZIP_91,69,62,0
8341,ZIP_43,21,81,0
7811,ZIP_82,42,5,0
6084,ZIP_68,56,59,0
8773,ZIP_2,45,70,0
8757,ZIP_48,53,41,0
1692,ZIP_92,20,73,0
4734,ZIP_18,55,41,0
3387,ZIP_65,46,39,0
3646,ZIP_48,25,74,0
1683,ZIP_76,43,78,0
8,ZIP_74,29,53,0
6062,ZIP_14,42,78,0
6516,ZIP_87,43,32,0
4123,ZIP_32,59,96,0
8729,ZIP_98,25,80,0
6045,ZIP_67,37,15,0
567,ZIP_45,23,52,0
9161,ZIP_78,32,9,0
1803,ZIP_22,43,46,0
8501,ZIP_33,23,22,1
4900,ZIP_18,60,88,0
1599,ZIP_30,28,4,1
7931,ZIP_61,43,35,0
9547,ZIP_25,39,78,0
2823,ZIP_4,59,86,0
5467,ZIP_15,57,36,0
3529,ZIP_45,20,22,0
8683,ZIP_26,65,31,0
1155,ZIP_77,67,85,0
6547,ZIP_72,39,71,0
9088,ZIP_2,21,38,0
7620,ZIP_55,63,70,0
8296,ZIP_12,50,22,0
4540,ZIP_53,52,89,0
9134,ZIP_41,40,13,0
6482,ZIP_30,41,55,0
5826,ZIP_3,49,26,0
1190,ZIP_30,56,77,0
7444,ZIP_55,44,21,0
8520,ZIP_75,53,21,0
960,ZIP_85,35,49,0
7454,ZIP_23,53,34,0
36,ZIP_14,69,19,0
7516,ZIP_42,36,61,0
7644,ZIP_74,20,86,0
4438,ZIP_33,51,4,0
6161,ZIP_85,58,6,0
7744,ZIP_9,55,13,0
9587,ZIP_48,32,85,0
8119,ZIP_71,40,13,0
6967,ZIP_21,45,96,0
5718,ZIP_93,40,86,0
577,ZIP_89,58,89,0
9833,ZIP_70,43,98,0
4102,ZIP_69,40,26,0
7646,ZIP_24,27,50,0
4151,ZIP_12,50,38,0
3130,ZIP_79,23,11,0
4890,ZIP_57,42,43,0
9975,ZIP_95,62,48,0
7471,ZIP_40,48,22,0
1833,ZIP_29,38,37,0
9148,ZIP_52,31,75,0
4891,ZIP_32,38,8,0
2287,ZIP_63,45,97,0
1330,ZIP_44,69,91,0
2771,ZIP_51,68,83,0
3686,ZIP_92,36,94,0
8283,ZIP_56,31,42,0
5928,ZIP_29,30,25,0
637,ZIP_84,66,85,0
47,ZIP_20,26,96,0
2602,ZIP_5,47,7,0
1965,ZIP_99,39,87,0
2168,ZIP_75,26,90,0
5049,ZIP_46,56,12,0
3334,ZIP_98,29,46,1
3019,ZIP_54,36,40,0
8764,ZIP_89,49,81,0
9176,ZIP_59,49,15,0
1360,ZIP_91,31,27,0
5798,ZIP_89,56,43,0
9400,ZIP_56,43,48,0
3251,ZIP_65,33,45,0
6300,ZIP_84,23,96,0
2251,ZIP_28,57,11,0
6027,ZIP_31,60,74,0
1175,ZIP_37,43,35,0
8799,ZIP_84,57,97,0
3279,ZIP_54,62,62,0
2973,ZIP_85,20,37,0
3396,ZIP_0,67,74,0
6939,ZIP_42,24,86,1
965,ZIP_77,27,47,0
8574,ZIP_42,26,97,0
742,ZIP_86,43,8,0
7514,ZIP_73,18,63,0
3314,ZIP_62,33,93,0
4898,ZIP_81,35,46,0
9340,ZIP_39,59,41,0
4672,ZIP_98,63,3,0
8618,ZIP_19,35,62,0
1217,ZIP_37,49,77,0
4397,ZIP_95,65,2,0
6080,ZIP_97,26,55,0
2614,ZIP_44,19,77,1
2620,ZIP_5,21,44,0
8714,ZIP_57,52,70,0
7282,ZIP_13,21,96,0
3379,ZIP_93,58,47,0
7301,ZIP_78,36,80,0
9857,ZIP_36,64,11,0
5605,ZIP_82,43,27,0
9813,ZIP_71,64,71,0
5786,ZIP_82,24,73,0
8518,ZIP_50,56,84,0
6850,ZIP_77,33,78,0
1516,ZIP_61,63,48,0
5098,ZIP_24,47,77,0
7636,ZIP_14,23,93,0
9085,ZIP_25,22,5,1
8023,ZIP_29,27,90,1
2392,ZIP_35,32,10,0
586,ZIP_20,65,56,0
3519,ZIP_95,48,16,0
7653,ZIP_39,53,54,0
8946,ZIP_59,30,59,0
850,ZIP_93,69,3,0
335,ZIP_66,39,30,0
6634,ZIP_22,35,2,0
8972,ZIP_40,40,88,0
7493,ZIP_0,27,78,0
2868,ZIP_1,57,10,0
4872,ZIP_39,65,18,0
3550,ZIP_75,40,30,0
3842,ZIP_98,61,6,0
7262,ZIP_86,62,83,0
5824,ZIP_87,57,88,0
23,ZIP_20,61,57,0
1453,ZIP_69,49,29,0
1684,ZIP_97,21,88,0
2310,ZIP_74,34,15,0
9063,ZIP_91,28,81,0
9406,ZIP_21,68,59,0
381,ZIP_96,28,29,0
5814,ZIP_27,59,57,0
5550,ZIP_10,61,91,0
9308,ZIP_31,69,97,0
1618,ZIP_12,23,59,0
789,ZIP_64,62,31,0
5983,ZIP_71,66,13,0
8672,ZIP_58,55,12,0
4475,ZIP_21,60,10,0
5606,ZIP_59,56,58,0
9312,ZIP_86,50,57,0
5648,ZIP_37,65,75,0
6216,ZIP_29,35,22,0
2286,ZIP_65,48,34,0
9993,ZIP_92,68,72,0
7578,ZIP_28,66,41,0
1183,ZIP_65,35,79,0
6001,ZIP_46,20,73,0
5090,ZIP_6,57,85,0
2516,ZIP_59,61,4,0
4122,ZIP_12,51,43,0
5521,ZIP_55,53,89,0
5627,ZIP_94,45,73,0
8360,ZIP_19,22,84,0
5872,ZIP_88,49,65,0
8612,ZIP_70,40,26,0
7727,ZIP_25,28,62,0
5968,ZIP_7,68,31,0
1180,ZIP_32,66,50,0
8762,ZIP_60,50,99,0
8235,ZIP_20,23,56,0
2818,ZIP_50,46,73,0
9964,ZIP_30,33,34,0
8703,ZIP_63,21,39,0
6608,ZIP_67,63,85,0
2820,ZIP_98,44,30,0
7535,ZIP_9,51,61,0
2260,ZIP_42,18,5,1
2239,ZIP_43,63,77,0
6021,ZIP_80,44,60,0
782,ZIP_24,52,29,0
932,ZIP_11,42,13,0
6202,ZIP_16,18,11,0
2412,ZIP_41,52,38,0
6997,ZIP_22,43,76,0
9115,ZIP_42,64,82,0
1156,ZIP_52,60,85,0
8107,ZIP_97,36,61,0
5805,ZIP_57,49,23,0
4879,ZIP_96,55,97,0
3309,ZIP_11,26,70,0
8961,ZIP_87,46,17,0
1702,ZIP_4,38,7,0
2492,ZIP_74,22,57,0
3706,ZIP_24,24,41,0
8276,ZIP_29,27,95,0
286,ZIP_15,39,71,0
1608,ZIP_39,65,83,0
6631,ZIP_53,59,28,0
8278,ZIP_48,29,28,0
7315,ZIP_61,40,9,0
2252,ZIP_95,24,71,0
7415,ZIP_80,49,63,0
